State, Facility Name, Facility ID (ORISPL), Unit ID, Associated Stacks, Year, Program(s), Operating Time, # of Months Reported, Gross Load (MW-h), Steam Load (1000lb), SO2 (tons), Avg. NOx Rate (lb/MMBtu), NOx (tons), CO2 (short tons), Heat Input (MMBtu), EPA Region, NERC Region, County, Source Category, Owner, Operator, Representative (Primary), Representative (Secondary), SO2 Phase, NOx Phase, Operating Status, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), SO2 Control(s), NOx Control(s), PM Control(s), Hg Control(s), Facility Latitude, Facility Longitude
"NJ","Bayonne Energy Center","56964","GT1",,"2020","RGGI","138.38","6","6548.36",,"0.018","0.0147","0.226","3804.836","64023.441","2",,"Hudson County","Electric Utility","Bayonne Energy Center, LLC","Bayonne Energy Center, LLC","RGGI : Ellen Allman (607599),CSSO2G1 : Ellen Allman (607599),CSNOX : Ellen Allman (607599),ARP : Ellen Allman (607599),CSOSG2 : Ellen Allman (607599)","RGGI : Sharon Brown (608353),CSSO2G1 : Sharon Brown (608353),CSNOX : Sharon Brown (608353),ARP : Sharon Brown (608353),CSOSG2 : Sharon Brown (608353)","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection<br>Selective Catalytic Reduction",,,"40.6529","-74.0916",
"NJ","Bayonne Energy Center","56964","GT10",,"2020","RGGI","214.8","6","10097.36",,"0.03","0.0609","1.532","5993.283","100847.777","2",,"Hudson County","Electric Utility","Bayonne Energy Center, LLC","Bayonne Energy Center, LLC","CSSO2G1 : Ellen Allman (607599),ARP : Ellen Allman (607599),CSNOX : Ellen Allman (607599),CSOSG2 : Ellen Allman (607599),RGGI : Ellen Allman (607599)","CSSO2G1 : Sharon Brown (608353),ARP : Sharon Brown (608353),CSNOX : Sharon Brown (608353),CSOSG2 : Sharon Brown (608353),RGGI : Sharon Brown (608353)","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection<br>Selective Catalytic Reduction",,,"40.6529","-74.0916",
"NJ","Bayonne Energy Center","56964","GT2",,"2020","RGGI","127.63","6","5896.56",,"0.017","0.0163","0.209","3411.366","57408.315","2",,"Hudson County","Electric Utility","Bayonne Energy Center, LLC","Bayonne Energy Center, LLC","CSOSG2 : Ellen Allman (607599),ARP : Ellen Allman (607599),CSSO2G1 : Ellen Allman (607599),RGGI : Ellen Allman (607599),CSNOX : Ellen Allman (607599)","CSOSG2 : Sharon Brown (608353),ARP : Sharon Brown (608353),CSSO2G1 : Sharon Brown (608353),RGGI : Sharon Brown (608353),CSNOX : Sharon Brown (608353)","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection<br>Selective Catalytic Reduction",,,"40.6529","-74.0916",
"NJ","Bayonne Energy Center","56964","GT3",,"2020","RGGI","132.18","6","6275.72",,"0.018","0.0156","0.222","3752.357","63133.71","2",,"Hudson County","Electric Utility","Bayonne Energy Center, LLC","Bayonne Energy Center, LLC","CSNOX : Ellen Allman (607599),CSOSG2 : Ellen Allman (607599),CSSO2G1 : Ellen Allman (607599),RGGI : Ellen Allman (607599),ARP : Ellen Allman (607599)","CSNOX : Sharon Brown (608353),CSOSG2 : Sharon Brown (608353),CSSO2G1 : Sharon Brown (608353),RGGI : Sharon Brown (608353),ARP : Sharon Brown (608353)","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection<br>Selective Catalytic Reduction",,,"40.6529","-74.0916",
"NJ","Bayonne Energy Center","56964","GT4",,"2020","RGGI","133.75","6","6595.62",,"0.02","0.016","0.25","3909.384","65789.216","2",,"Hudson County","Electric Utility","Bayonne Energy Center, LLC","Bayonne Energy Center, LLC","RGGI : Ellen Allman (607599),CSSO2G1 : Ellen Allman (607599),ARP : Ellen Allman (607599),CSOSG2 : Ellen Allman (607599),CSNOX : Ellen Allman (607599)","RGGI : Sharon Brown (608353),CSSO2G1 : Sharon Brown (608353),ARP : Sharon Brown (608353),CSOSG2 : Sharon Brown (608353),CSNOX : Sharon Brown (608353)","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection<br>Selective Catalytic Reduction",,,"40.6529","-74.0916",
"NJ","Bayonne Energy Center","56964","GT5",,"2020","RGGI","149.32","6","7195.58",,"0.02","0.0136","0.256","4238.154","71309.446","2",,"Hudson County","Electric Utility","Bayonne Energy Center, LLC","Bayonne Energy Center, LLC","RGGI : Ellen Allman (607599),CSNOX : Ellen Allman (607599),ARP : Ellen Allman (607599),CSOSG2 : Ellen Allman (607599),CSSO2G1 : Ellen Allman (607599)","RGGI : Sharon Brown (608353),CSNOX : Sharon Brown (608353),ARP : Sharon Brown (608353),CSOSG2 : Sharon Brown (608353),CSSO2G1 : Sharon Brown (608353)","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection<br>Selective Catalytic Reduction",,,"40.6529","-74.0916",
"NJ","Bayonne Energy Center","56964","GT6",,"2020","RGGI","147.03","6","7178.35",,"0.021","0.0143","0.243","4266.605","71797.535","2",,"Hudson County","Electric Utility","Bayonne Energy Center, LLC","Bayonne Energy Center, LLC","CSOSG2 : Ellen Allman (607599),ARP : Ellen Allman (607599),CSSO2G1 : Ellen Allman (607599),RGGI : Ellen Allman (607599),CSNOX : Ellen Allman (607599)","CSOSG2 : Sharon Brown (608353),ARP : Sharon Brown (608353),CSSO2G1 : Sharon Brown (608353),RGGI : Sharon Brown (608353),CSNOX : Sharon Brown (608353)","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection<br>Selective Catalytic Reduction",,,"40.6529","-74.0916",
"NJ","Bayonne Energy Center","56964","GT7",,"2020","RGGI","161.43","6","7730.67",,"0.022","0.0141","0.273","4528.444","76197.256","2",,"Hudson County","Electric Utility","Bayonne Energy Center, LLC","Bayonne Energy Center, LLC","ARP : Ellen Allman (607599),CSOSG2 : Ellen Allman (607599),CSNOX : Ellen Allman (607599),RGGI : Ellen Allman (607599),CSSO2G1 : Ellen Allman (607599)","ARP : Sharon Brown (608353),CSOSG2 : Sharon Brown (608353),CSNOX : Sharon Brown (608353),RGGI : Sharon Brown (608353),CSSO2G1 : Sharon Brown (608353)","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection<br>Selective Catalytic Reduction",,,"40.6529","-74.0916",
"NJ","Bayonne Energy Center","56964","GT8",,"2020","RGGI","160.86","6","7305.55",,"0.022","0.018","0.291","4377.624","73669.762","2",,"Hudson County","Electric Utility","Bayonne Energy Center, LLC","Bayonne Energy Center, LLC","ARP : Ellen Allman (607599),RGGI : Ellen Allman (607599),CSNOX : Ellen Allman (607599),CSOSG2 : Ellen Allman (607599),CSSO2G1 : Ellen Allman (607599)","ARP : Sharon Brown (608353),RGGI : Sharon Brown (608353),CSNOX : Sharon Brown (608353),CSOSG2 : Sharon Brown (608353),CSSO2G1 : Sharon Brown (608353)","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection<br>Selective Catalytic Reduction",,,"40.6529","-74.0916",
"NJ","Bayonne Energy Center","56964","GT9",,"2020","RGGI","228.15","6","10856.32",,"0.033","0.0526","1.591","6528.973","109859.019","2",,"Hudson County","Electric Utility","Bayonne Energy Center, LLC","Bayonne Energy Center, LLC","CSOSG2 : Ellen Allman (607599),ARP : Ellen Allman (607599),RGGI : Ellen Allman (607599),CSSO2G1 : Ellen Allman (607599),CSNOX : Ellen Allman (607599)","CSOSG2 : Sharon Brown (608353),ARP : Sharon Brown (608353),RGGI : Sharon Brown (608353),CSSO2G1 : Sharon Brown (608353),CSNOX : Sharon Brown (608353)","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection<br>Selective Catalytic Reduction",,,"40.6529","-74.0916",
